iter	Logloss
241	0.3736479793
242	0.3731065306
243	0.3728676859
244	0.3726107173
245	0.3721248638
246	0.3717198363
247	0.3713472057
248	0.3711526283
249	0.370824722
250	0.3706311724
251	0.3701996941
252	0.3696875289
253	0.3693441732
254	0.3690789972
255	0.3684948998
256	0.3680514855
257	0.3678672348
258	0.3674798943
259	0.3671789309
260	0.3668517287
261	0.3666675368
262	0.3664951845
263	0.3663004328
264	0.3660165487
265	0.3657374657
266	0.3651784252
267	0.3647949208
268	0.3646366455
269	0.364409645
270	0.3639650674
271	0.3635199704
272	0.3630251453
273	0.3623784662
274	0.3620455844
275	0.3615849989
276	0.3613664247
277	0.3610311996
278	0.3603788554
279	0.3599180893
280	0.3598127085
281	0.3594276855
282	0.3592201627
283	0.3588025652
284	0.3585941122
285	0.3582455846
286	0.3575481149
287	0.3572293674
288	0.3570189316
289	0.3565573806
290	0.356180107
291	0.3559221267
292	0.3554956767
293	0.3551992943
294	0.354733111
295	0.3542662537
296	0.3539894325
297	0.3537325242
298	0.3534613887
299	0.3531169812
300	0.3527393465
301	0.3521989176
302	0.3517077032
303	0.3511702028
304	0.3510366208
305	0.3504426839
306	0.350043071
307	0.3499104802
308	0.3494915395
309	0.3490833011
310	0.3489497695
311	0.3486080766
312	0.348169102
313	0.3476547852
314	0.3473465337
315	0.3467340655
316	0.3465179595
317	0.3462186505
318	0.3458251973
319	0.3453886756
320	0.3452289399
321	0.3447746926
322	0.3446608287
323	0.3442911203
324	0.3440046274
325	0.3434861053
326	0.3431205444
327	0.3429385714
328	0.3427827812
329	0.3422835977
330	0.3417549354
331	0.3412094337
332	0.3410104836
333	0.3408573371
334	0.3404068473
335	0.3401262311
336	0.3399641401
337	0.3395801934
338	0.3391961029
339	0.3389246084
340	0.3387703284
341	0.3382446076
342	0.3378814324
343	0.3375076496
344	0.3371028702
345	0.3367828352
346	0.3364566712
347	0.3360455156
348	0.3358128033
349	0.3351927791
350	0.3347043966
351	0.3344908754
352	0.3341480302
353	0.3338130002
354	0.3333221845
355	0.3328632748
356	0.332754031
357	0.3324969945
358	0.3321771802
359	0.3319680667
360	0.3315713461
361	0.3308394069
362	0.3305491139
363	0.3298603272
364	0.3295393175
365	0.3294638005
366	0.3288878276
367	0.3283250337
368	0.328123429
369	0.3279183197
370	0.3278630537
371	0.3275386905
372	0.3271837144
373	0.3269423545
374	0.3267533503
375	0.3264334665
376	0.3257469586
377	0.3255225666
378	0.3252448997
379	0.3248075258
380	0.3242743467
381	0.3239448075
382	0.3234803837
383	0.3232340104
384	0.3224858023
385	0.3222009661
386	0.3220618942
387	0.3217612619
388	0.3214910031
389	0.3213973761
390	0.3210480437
391	0.3206819455
392	0.3203952933
393	0.3203180401
394	0.3198911521
395	0.3197200757
396	0.3195842964
397	0.3194439968
398	0.3192968207
399	0.319227364
400	0.3185026441
401	0.3181502995
402	0.3179826612
403	0.3174102087
404	0.3170059278
405	0.3165908705
406	0.3164328927
407	0.3161137771
408	0.315629764
409	0.3154588007
410	0.3152138514
411	0.3150204478
412	0.3147048255
413	0.314260971
414	0.3138084202
415	0.3135350993
416	0.3130824205
417	0.3125640768
418	0.3121818095
419	0.3118613115
420	0.311677064
421	0.3114035098
422	0.3112318476
423	0.3108264102
424	0.310401661
425	0.3097545073
426	0.3092256635
427	0.3088529908
428	0.3087021996
429	0.3079767769
430	0.3075135785
431	0.307442494
432	0.3072727949
433	0.3068481819
434	0.306391458
435	0.3061611285
436	0.3058352396
437	0.3054489297
438	0.3051244275
439	0.3047594427
440	0.3044797939
441	0.3042265461
442	0.3036927607
443	0.3031206101
444	0.302581151
445	0.3021035972
446	0.3017750951
447	0.301394422
448	0.3009821063
449	0.3005934015
450	0.3002219169
451	0.300013347
452	0.2999810476
453	0.2995641147
454	0.2991243171
455	0.2987444677
456	0.2984381708
457	0.2982103598
458	0.2978614578
459	0.2978012597
460	0.297470827
461	0.297334241
462	0.2967692571
463	0.2965349229
464	0.2962593229
465	0.2958223032
466	0.295510665
467	0.2952945316
468	0.2951727116
469	0.2951527854
470	0.294642506
471	0.2945172302
472	0.2942093046
473	0.2936304338
474	0.2935490944
475	0.2931569487
476	0.2927318303
477	0.2920459811
478	0.2917753317
479	0.2914346407
480	0.2912647329
481	0.2909304654
482	0.2905060801
483	0.2902900596
484	0.289931723
485	0.2895169345
486	0.2893364322
487	0.2892107306
488	0.2891266881
489	0.288445139
490	0.2879577983
491	0.2874073601
492	0.2868150606
493	0.2863107183
494	0.286045537
495	0.2855789947
496	0.2851001244
497	0.2847388627
498	0.2842567112
499	0.2838392674
500	0.2834400176
501	0.2831309954
502	0.2827094877
503	0.282082036
504	0.2815232948
505	0.2811249641
506	0.2810101231
507	0.2808321266
508	0.2804332687
509	0.2800090785
510	0.2793593721
511	0.2788483193
512	0.2786290634
513	0.2782792112
514	0.2778849462
515	0.2774716063
516	0.2768708565
517	0.2763306972
518	0.2759490913
519	0.2754673013
520	0.2750153336
521	0.2747783022
522	0.2744533225
523	0.2739016039
524	0.273464307
525	0.2731194502
526	0.2725187072
527	0.2724764162
528	0.2720060441
529	0.2718964473
530	0.2714127447
531	0.2713794594
532	0.2709289648
533	0.2705758041
534	0.2700820157
535	0.2697567792
536	0.2696293057
537	0.2693951836
538	0.2689830741
539	0.2687304605
540	0.2682886963
541	0.2679186919
542	0.2678770428
543	0.2675543923
544	0.2670009412
545	0.2669560421
546	0.2665461218
547	0.266119979
548	0.2655992279
549	0.2648688523
550	0.2644521239
551	0.2641333987
552	0.2640954901
553	0.2636202539
554	0.2632899624
555	0.2627625749
556	0.2624179021
557	0.2618664746
558	0.2617564787
559	0.2614787158
560	0.261244016
561	0.2608606574
562	0.2605331881
563	0.2605023654
564	0.2601504812
565	0.2596615468
566	0.2596269469
567	0.2591682021
568	0.2587282366
569	0.2583673306
570	0.258022658
571	0.2578956594
572	0.2573234721
573	0.2568367846
574	0.2564667606
575	0.2560238893
576	0.2559830646
577	0.2559579003
578	0.2554670203
579	0.2549311302
580	0.2546067042
581	0.2542446441
582	0.2538925604
583	0.2536025321
584	0.2534008863
585	0.2528802783
586	0.2525192221
587	0.2520918263
588	0.2518015166
589	0.2517626384
590	0.2514399043
591	0.2509138177
592	0.2507335203
593	0.2503398081
594	0.2500493965
595	0.2495200262
596	0.2490525876
597	0.2486853647
598	0.2482536217
599	0.2477689118
600	0.2471777722
601	0.2468156261
602	0.2467771568
603	0.2464661384
604	0.2462497819
605	0.2457578219
606	0.2454081498
607	0.2449880818
608	0.2449460148
609	0.2446363443
610	0.244406057
611	0.2438634077
612	0.2433913599
613	0.2431307666
614	0.2426705173
615	0.2423904774
616	0.2420828274
617	0.2417626056
618	0.2412600039
619	0.2409383523
620	0.2404992109
621	0.240057524
622	0.2397543573
623	0.2393919768
624	0.2388756352
625	0.2388514841
626	0.2384786698
627	0.2382136786
628	0.2379084663
629	0.2378878395
630	0.237457018
631	0.2368734801
632	0.23655083
633	0.2362644265
634	0.2358072427
635	0.2354612186
636	0.2349344258
637	0.2345660443
638	0.2343173213
639	0.2339619908
640	0.2337445089
641	0.2334441734
642	0.2332057528
643	0.232804316
644	0.2324324478
645	0.2322181084
646	0.2318093976
647	0.2313643556
648	0.2311450945
649	0.2308912586
650	0.2308716951
651	0.2306183607
652	0.2300959094
653	0.2298606455
654	0.2295598305
655	0.2290184931
656	0.2287209606
657	0.2283582113
658	0.2279981239
659	0.2276896045
660	0.2274959213
661	0.227467501
662	0.2272081979
663	0.2268883122
664	0.2265246042
665	0.2261874346
666	0.2258864362
667	0.2255409783
668	0.2251923902
669	0.2248643399
670	0.2245090374
671	0.2243550512
672	0.2239826571
673	0.2237175558
674	0.2233962161
675	0.2231528937
676	0.2227629605
677	0.2225697242
678	0.2222746818
679	0.2219988347
680	0.221724537
681	0.2214289915
682	0.2212517531
683	0.2207466396
684	0.2204070247
685	0.220386738
686	0.220061295
687	0.2197621016
688	0.2197465126
689	0.2194918311
690	0.2193684139
691	0.2190413965
692	0.2187971859
693	0.2185180818
694	0.218236336
695	0.2178365684
696	0.2175103371
697	0.2171147053
698	0.2168818266
699	0.2166739134
700	0.2163200688
701	0.216066349
702	0.215567617
703	0.2151743751
704	0.214878011
705	0.2145543048
706	0.2142487574
707	0.2142293185
708	0.2140140782
709	0.213685183
710	0.2135438961
711	0.2130520653
712	0.2129914091
713	0.2128393267
714	0.21265171
715	0.2122546057
716	0.2118982795
717	0.2117120929
718	0.2115072647
719	0.211021872
720	0.2108296451
721	0.210611355
722	0.2103861453
723	0.2100269591
724	0.2100115601
725	0.2096440636
726	0.2091870656
727	0.2089951484
728	0.2086979497
729	0.2083363019
730	0.2080366427
731	0.2078198146
732	0.2076191498
733	0.2073005104
734	0.2068293143
735	0.2066751453
736	0.2064066553
737	0.2063878865
738	0.2062588157
739	0.2060326151
740	0.2059983712
741	0.2057583761
742	0.2057294517
743	0.2054849313
744	0.2051262675
745	0.2047451602
746	0.2044885859
747	0.2044711744
748	0.2040486183
749	0.2038339777
750	0.2038148666
751	0.2034667117
752	0.2032064555
753	0.2029323795
754	0.2028886349
755	0.2027152955
756	0.2024107223
757	0.2022371964
758	0.201850086
759	0.2014059264
760	0.2008964228
761	0.2006852178
762	0.2003583933
763	0.1999242402
764	0.1996969207
765	0.1992822235
766	0.1990056236
767	0.198912539
768	0.1986590118
769	0.1984440349
770	0.1981948057
771	0.197777698
772	0.1975322894
773	0.1973498421
774	0.1970968056
775	0.1968514752
776	0.1968380489
777	0.1963653202
778	0.1959651368
779	0.1955357096
780	0.1953256807
781	0.1951008561
782	0.1950736374
783	0.1948968547
784	0.1946183645
785	0.1942536665
786	0.1940806672
787	0.1939136212
788	0.1935656393
789	0.1931465804
790	0.1927843743
791	0.1924570503
792	0.1922623875
793	0.1921598731
794	0.1917849165
795	0.1916764453
796	0.1913853011
797	0.1911937495
798	0.1911770234
799	0.1906531102
800	0.1904089783
801	0.1903033483
802	0.1899981659
803	0.1898490494
804	0.1893215995
805	0.1890176172
806	0.1887897342
807	0.1885109347
808	0.1882629436
809	0.1878428364
810	0.1875629409
811	0.1873973891
812	0.1869764993
813	0.1867512304
814	0.186526933
815	0.1862204243
816	0.1861910519
817	0.1859613694
818	0.1855629401
819	0.1853778603
820	0.1851039343
821	0.1849357649
822	0.1846240596
823	0.1843366019
824	0.1840611207
825	0.183875079
826	0.1838350964
827	0.1836131641
828	0.1834244266
829	0.1832422785
830	0.1830436246
831	0.1828118545
832	0.1826541769
833	0.1823033173
834	0.1818704601
835	0.1814744806
836	0.1811150086
837	0.1808611296
838	0.1804045232
839	0.1802462473
840	0.1800721044
841	0.1800356924
842	0.1798731974
843	0.1796885198
844	0.1795207755
845	0.1793590851
846	0.1789671987
847	0.1787823335
848	0.1786022625
849	0.178428195
850	0.1781626387
851	0.1777620054
852	0.1775372382
853	0.1771976919
854	0.1768909176
855	0.1766891224
856	0.1764604498
857	0.176232123
858	0.1759446758
859	0.1756901821
860	0.1753135003
861	0.1751488402
862	0.1748032279
863	0.1744172711
864	0.1744033808
865	0.1742860326
866	0.1741405327
867	0.173915259
868	0.1737488549
869	0.1735021272
870	0.1733225852
871	0.1731294569
872	0.1731161046
873	0.1729808804
874	0.1728914341
875	0.172692237
876	0.1725296724
877	0.1723277274
878	0.1719835367
879	0.1717476459
880	0.1714884073
881	0.1712444829
882	0.1710022036
883	0.1708463322
884	0.170507845
885	0.170220358
886	0.1701003164
887	0.1700870184
888	0.1698651284
889	0.1695927672
890	0.169406939
891	0.1692068035
892	0.1691533512
893	0.1689134095
894	0.1687526274
895	0.1683957082
896	0.168166252
897	0.1680602009
898	0.167811871
899	0.1675386556
900	0.1675257647
901	0.1673123276
902	0.1670343886
903	0.1667326231
904	0.1665316067
905	0.1662578941
906	0.1660825225
907	0.1657835459
908	0.1656583065
909	0.165450397
910	0.1652161617
911	0.165054943
912	0.1647642799
913	0.1647517452
914	0.1644525178
915	0.1642280862
916	0.1639784791
917	0.1639233793
918	0.1636695798
919	0.1633268154
920	0.1632288249
921	0.16303203
922	0.1630198398
923	0.1627890821
924	0.1626576024
925	0.1624331797
926	0.1622245665
927	0.162069403
928	0.1617413615
929	0.1614691254
930	0.1612492592
931	0.1610722152
932	0.1608387275
933	0.1606858461
934	0.1604902847
935	0.1603853292
936	0.1602564098
937	0.1600880854
938	0.1599139575
939	0.1596956425
940	0.1595242506
941	0.159307318
942	0.159148975
943	0.1588704199
944	0.158688667
945	0.1584411925
946	0.1581984348
947	0.1580990283
948	0.1578092869
949	0.1575698672
950	0.1574679523
951	0.1574584728
952	0.1572993365
953	0.1571607096
954	0.1568165195
955	0.1565674415
956	0.1563669701
957	0.1561299612
958	0.1558952268
959	0.1557489179
960	0.1555715011
961	0.1553555391
962	0.1551535159
963	0.1551451698
964	0.1549759277
965	0.1548067225
966	0.1547965226
967	0.1547874392
968	0.1546607413
969	0.1544107329
970	0.1542146584
971	0.154032336
972	0.1538000007
973	0.1536487792
974	0.1535466762
975	0.1532825948
976	0.1530558938
977	0.1528336262
978	0.152682122
979	0.1525035554
980	0.1524828955
981	0.1523378518
982	0.1521212967
983	0.1518396429
984	0.151734422
985	0.1514571712
986	0.1512548136
987	0.1512450081
988	0.1512141366
989	0.1509591113
990	0.1507569084
991	0.1506458842
992	0.1505235581
993	0.1503966922
994	0.1503034394
995	0.1501703022
996	0.1500154715
997	0.1498565099
998	0.1496927401
999	0.1494581678
